komentar,platform,clean,sentimen
Ini yang manggil nina² mbk mian tiara kan ya suaranya mirip hehe,youtube,manggil nina mbk mi tiara ya suara hehe,netral
Ga sabarrr,youtube,ga sabarrr,netral
Njir gw kira 1mnt,youtube,njir gw mnt,netral
"Yang jeli pada suatu Easter Egg kalo misalkan ada, Spill yaa.. 😀",youtube,jeli easter egg kalo spill yaa,netral
Majuin aja sih min jangan 4 agustus kalo bisa 4 Juli wkwk,youtube,majuin aja sih min agustus kalo juli wkwk,netral
gila gila,youtube,gila gila,netral
Gassssssssssss!!!!,youtube,gassssssssssss,netral
"""Membungkuk Duduk dengan Kepala Menyentuh Lantai"" yaelah tinggal tulis 'Sujud' aja ribet amat",youtube,bungkuk duduk kepala sentuh lantai yaelah tinggal tulis sujud aja ribet,netral
"Iyabener anjir. Yg pas kek kilatan itu, coba itu di stop, banyak poci mbungkuk",youtube,iyabener anjir yg pas kek kilat coba stop poci mbungkuk,netral
Terus juga ada yg berdiri itu siapa lagi kyknya sih batara,youtube,yg diri kyknya sih batara,netral
Eh iyaaa seremm😭videonya diperlambat aja nnti jg dapet,youtube,eh iyaaa seremmvideonya lambat aja nnti jg dapet,netral
Ga nyampe sedetik cuplikannya. Yg mau liat dilambatin aja coba kecepatan videonya 😂,youtube,ga nyampe detik cuplik yg liat dilambatin aja coba cepat video,netral
pocong sujud itu mah 😭,youtube,pocong sujud mah,netral
Iya adaa hrus dilambatin dan 1080p,youtube,iya adaa hrus dilambatin p,netral
"Sumpah iyaaa 😭😭😭
Kudu dilambatin 0,25x sih baru bisa ke pause 0:40
Tapi suaranya serem annoying bangett gilak kalo dilambatin",youtube,sumpah iyaaa kudu dilambatin x sih pause suara rem annoying bangett gilak kalo dilambatin,netral
Lah iya T_T serem banget,youtube,iya tt rem banget,netral
Antara menyembah tuannya ato Iblis,youtube,sembah tuan ato iblis,netral
Oiyaaaa bener setelah gw pause keliatan siluet penampakan ocong lagi berlutut,youtube,oiyaaaa bener gw pause liat siluet tampak ocong lutut,netral
??,youtube,,netral
 @user-dm8fg9du7l  coba detik 0:40 lalu pause,youtube,userdmfgdul coba detik pause,netral
Iya anjim😂..,youtube,iya anjim,netral
iyaa astagaa,youtube,iyaa astagaa,netral
Iya njirrr🙂✌️,youtube,iya njirrr,netral
 @karaliwattpad4421  itu yg gw trauma in,youtube,karaliwattpad yg gw trauma in,netral
"dugaan gw itu mayat orang
dan diambil buat ritual",youtube,duga gw mayat orang ambil ritual,netral
Mana gada,youtube,gada,netral
Mana ?,youtube,,netral
Iyaa njir.. Horror nie,youtube,iyaa njir horror nie,netral
" @diancahyo86dc  https://youtu.be/N8MN2r5NheE

Bantu Subscribe langsung aku kirim 5 Juta Rupiah (5.000.000) untuk 10 Orang Pemenang yang beruntung

Nanti tinggal pilih mau di Transfer kemana ?

Rekening BCA atau Mandiri ?

Atau DANA ?

Atau GOPAY ?

Atau OVO ?

Pengumuman Pemenang di umumkan besok

Yang sudah Subscribe masuk Grup ya agar Nama kamu terdaftar sebagai Calon Pemenang

https://chat.whatsapp.com/JLNpJbMeBh7KxfFzkhx3EK",youtube,diancahyodc httpsyoutubenmnrnhee bantu subscribe langsung kirim juta rupiah orang menang untung tinggal pilih transfer mana rekening bca mandiri dana gopay ovo umum menang umum besok subscribe masuk grup ya nama daftar calon menang httpschatwhatsappcomjlnpjbmebhkxffzkhxek,netral
Sampee gw lambatin 0.25 weee wkwk,youtube,sampee gw lambatin weee wkwk,netral
"Belum setuju, soalnya belum lihat",youtube,tuju lihat,netral
 @Iychoenk  sinis banget fans nya itu ya🙊,youtube,iychoenk sinis banget fans nya ya,netral
Kurang banyak om,youtube,om,netral
 @ronsky___  btw mau tambahin cast siapa lagi?,youtube,ronsky btw tambahin cast,netral
Lah ini kan kebanyakan dari cast castnya sebelum iblis menjemput ayat 2,youtube,banyak cast castnya iblis jemput ayat,netral
Sama sebelum iblis menjemput Dajjal,youtube,iblis jemput dajjal,netral
pasti nyindir film terlaris sepanjang masa,youtube,nyindir film laris,netral
 @mfaiq5738  suudzon mulu film horor pake gimmick kan banyak,youtube,mfaiq suudzon mulu film horor pake gimmick,netral
" @mfaiq5738  bkn gimmick.. film KKN emang film horror dengan storyline terbaik, nggak ngandalin jumpscare seperti film horror lain",youtube,mfaiq bkn gimmick film kkn emang film horror storyline baik nggak ngandalin jumpscare film horror,netral
"Ini hanya pendapat saya ingat cuma pendapat kalo gk suka gk papa saya juga gk peduli .untuk film KKN menurut saya bagus cuma buat yg nyari seram gk ada saya menonton film ny hanya karna penasaran gmna akting nya gmna pengambilan gambar dll,emng gk jadi misteri lagi gmna cerita nya karna emng udh ad kan.lantas kenapa kalian menonton nya?kan udah tau ceritanya .buat yg belum tau ceritanya nya memang mungkin sedikit kecewa karna gk seram dll.tapi menurut saya ya film nya ""lumayan "" bagus .rating saya :7,5 untuk KKN.

Tapi sepertinya film pengabdi setan 2 communion bakal lebih bagus semoga aj

""FILM SELERA MASING MASING KOK""",youtube,dapat dapat kalo gk suka gk papa gk peduli film kkn bagus yg nyari seram gk tonton film ny karna penasaran gmna akting nya gmna ambil gambar dllemng gk misteri gmna cerita nya karna emng udh ad kanlantas tonton nyak udah tau cerita yg tau cerita nya kecewa karna gk seram dlltapi ya film nya lumayan bagus rating kkn film abdi setan communion bagus moga aj film selera,positif
👏,youtube,,netral
 @steventetiona6801  lahh ko kesan nya ke nyerang dan ga terima ya kalo ada film laris selain pengabdi setan,youtube,steventetiona lahh ko kesan nya nyerang ga terima ya kalo film laris abdi setan,netral
"Gk usah banding2in,cukup tonton dan support karya anak bangsa ❤️",youtube,gk bandingincukup tonton support karya anak bangsa,netral
" @ganeshaindra1024  yess,,ngapain mereka banding²in emang mereka bisa bikin film sebagus kkn paling cumann animasi yg berapa detik doang",youtube,ganeshaindra yessngapain bandingin emang bikin film bagus kkn cumann animasi yg detik doang,positif
Sebenernya mau ada gimick atau engga its ok... mau film indonesia apapun bagus atau jelek itu relatif karena pandangan tiap orang berbeda.. harusnya ikut bangga kalau ada film indonesia yg berhasil mendapat jumlah penonton banyak.. karena dgn begitu bisnis perfilman di sini tetap berjalan tidak mati suri seperti beberapa tahun lalu film indo sempat vakum dr layar bioskop.. dan pasar perfilm an tidak bergantung dr film film hollywood... harusnya ky korea atau india bahkan china dimana film dalam negeri bisa sukses bahkan mengalahkan kesuuksesan film2 hollywood.,youtube,sebenernya gimick engga its ok film indonesia apa bagus jelek relatif pandang orang beda bangga film indonesia yg hasil tonton dgn bisnis film jalan mati suri film indo vakum dr layar bioskop pasar film an gantung dr film film hollywood ky korea india china mana film negeri sukses kalah kesuuksesan film hollywood,positif
" @Zhungraditya  betul juga sih Bang, ini soal selera doank, kalau beda selera gk usah sampai panas begini suasananya, apalagi yang dibandingin itu sama2 film lokal juga.
Yang pnting sekarang doakan semoga ke depannya karya2 lokal terus berkembang dan makin bagus lagi kalau bisa sampai bersaing di kelas global",youtube,zhungraditya sih bang selera doank beda selera gk panas suasana dibandingin film lokal pnting doa moga depan karya lokal kembang bagus saing kelas global,positif
"Gimik sah sah saja sih bro, nama nya juga jualan.

Jualan dengan Kualitas dan gimmick jelas berbeda ...

Nah yang ini jelas kualitas nya !!!",youtube,gimik sah sah sih bro nama nya jual jual kualitas gimmick beda kualitas nya,netral
lah ? mau pake gimmick apa engga itu bagian dr strategi marketing/promosi coy wkwk,youtube,pake gimmick engga dr strategi marketingpromosi coy wkwk,netral
" @lananganggarachannel5544  strategi marketing'y bagus, film'y yg ga wkwkwk",youtube,lananganggarachannel strategi marketingy bagus filmy yg ga wkwkwk,positif
 @lananganggarachannel5544  jatoh nya pembodohan bukan film cerdas,youtube,lananganggarachannel jatoh nya bodoh film cerdas,netral
" @lananganggarachannel5544  yang kkn, yg kata nya based on true story. pdhl saksi hidup saksi mata nihil. kata nya sih di sembunyikan identitas sm penulis nya, lantas apakah bisa di percaya? tentu tidak gmn klo penulis tersebut mengarang? wkwk. apa klo ada kejadian seperti itu gak meledak dan jadi seheboh2 nya? apa dr sekian mahasiswa gaada yg sadar 2 teman nya pernah meninggal saat kkn, pihak kampus dll? bagaimana? tutup mulut demi jaga nama baik? dan penonton kita nurut2 aja? hahaha sebuah hal bodoh di tipu dengan cerita seperti itu. kalau mau debat dgn sy soal film kkn bukti kan dlu kalau cerita kebanggaan mu itu memang asli.",youtube,lananganggarachannel kkn yg nya based on true story pdhl saksi hidup saksi mata nihil nya sih sembunyi identitas sm tulis nya lantas percaya gmn klo tulis arang wkwk klo jadi gak ledak heboh nya dr sekian mahasiswa gaada yg sadar teman nya tinggal kkn kampus dll tutup mulut jaga nama tonton nurut aja hahaha bodoh tipu cerita debat dgn sy film kkn bukti dlu cerita bangga mu asli,netral
Embel-embel gimik gimana bre bisa jelasin? Kek nya lu si paling ngerti perfilman.,youtube,embelembel gimik gimana bre jelasin kek nya lu si ngerti film,netral
" @giajantara  the doll 3 broo, kalo kkn amann",youtube,giajantara the doll broo kalo kkn amann,netral
" @giajantara  gimmick itu semacam promosi yg aneh & diluar nalar, misalnya film A memakan korban kru hingga meninggal tapi itu semua hanya rekayasa mereka saja, tujuannya untuk membohongi penonton supaya pada penasaran",youtube,giajantara gimmick promosi yg aneh luar nalar film a makan korban kru tinggal rekayasa tuju bohong tonton penasaran,netral
Dan ga copy paste dari film luar😌,youtube,ga copy paste film,netral
"gimmick itu salah satu marketing atau strategi biar film nya laris

Walaupun film nya jelek 😂",youtube,gimmick salah marketing strategi biar film nya laris film nya jelek,negatif
Ini kenapa pada marah dah? Kalo gak ngerasa film favoritnya gak pake gimmick kenapa harus pada marah?😂,youtube,marah dah kalo gak ngerasa film favorit gak pake gimmick marah,netral
 @sipadi5735  kritik yg membangun dong kak. gw liat² kritiknya pada menjatuhkan 😂,youtube,sipadi kritik yg bangun kak gw liat kritik jatuh,netral
" @sipadi5735  hapus aja komennya kak, biar gak jadi lapak orang debat",youtube,sipadi hapus aja komennya kak biar gak lapak orang debat,netral
 @sipadi5735  dan apa mau dikata bro emang film nya jelek,youtube,sipadi kata bro emang film nya jelek,negatif
"Film ga pakai gimmick,diragukan,udah basi,malah meledak",youtube,film ga pakai gimmickdiragukanudah basimalah ledak,netral
gimmick jari kru patah kena pintu mobil wkwkwkw,youtube,gimmick jari kru patah kena pintu mobil wkwkwkw,netral
 @nizarsulthon9560  itu the doll,youtube,nizarsulthon the doll,netral
Sipaling film anaknya,youtube,sipaling film anak,netral
Hargai setiap karya bang! Jangan main sindir kayak bocah lu mah.,youtube,harga karya bang main sindir kayak bocah lu mah,netral
Terbaik kalau gak banyak orang yg nonton sih percuma...,youtube,baik gak orang yg nonton sih,netral
Haduhhh itu marketing bang. Biar laku perlu gimick2 kaya gtu. Tohh kalo filmnya bagus si rame2 juga yg nonton akhirnya.,youtube,haduhhh marketing bang biar laku gimick kaya gtu tohh kalo film bagus si rame yg nonton,positif
" @gabutmenn7695  apanya yang marketing ,ini kan yang ragu dari netizen,soalnya udah ditunda 2 tahun,ga viral lagi,masa itu marketing,dari yang bikin film tidak target muluk2",youtube,gabutmenn apa marketing ragu netizensoalnya udah tunda tahunga viral lagimasa marketingdari bikin film target muluk,netral
"Udh jngan di banding bandingin,dukung aj perkembangan film indo,diluar film nya bersaing sama negara luar klo di indo sibuk ngehina sesama film lokal🙄",youtube,udh jngan banding bandingindukung aj kembang film indodiluar film nya saing negara klo indo sibuk ngehina film lokal,netral
@juni saya merenung baca ini😌,youtube,juni renung baca,netral
"Film horor menggunakan gimmick itu banyak, gak hanya film itu aja, tolong diperluas lagi ya netizen yg budiman🙏",youtube,film horor gimmick gak film aja tolong luas ya netizen yg budiman,netral
Iyaa broo,youtube,iyaa broo,netral
Gimmick True Story kan wkwkwk,youtube,gimmick true story wkwkwk,netral
"Ngga ada yg laris dgn sendirinya. Klo mau PS2 laris ya ajak temen2 & keluarga nonton. Klo perlu berkali2 nontonnya biar tiketnya laku banyak. Jgn cuma ngomong doang di sosmed. Jangan nyari bajakan juga. Film2 Joko Anwar bagus2, harus bgt dong nonton di bioskop, jgn cuma teriak2 di sosmed doang ya gais👌🏻 Yuks ramaikan PS2 Agustus nanti❤️",youtube,ngga yg laris dgn klo ps laris ya ajak temen keluarga nonton klo kali nontonnya biar tiket laku jgn ngomong doang sosmed nyari baja film joko anwar bagus bgt nonton bioskop jgn teriak sosmed doang ya gais yuks ramai ps agustus,positif
Film yg 9 juta ye,youtube,film yg juta ye,netral
"Apasi cok, nonton tinggal nonton, kalo ga suka yauda, kalo suka yauda. Banyak bacot!",youtube,apas cok nonton tinggal nonton kalo ga suka yauda kalo suka yauda bacot,positif
"Agak kurang mengerti sama kata gimmick, bukannya gimmick buat narik perhatian? Kalo ni film ga ada gimmick samsek berarti ga narik perhatian orang orang dong, padahal faktanya pengabdi setan ini menarik banyak perhatian bahkan sampe keluar indonesia. Bukannya karya film memang sebuah gimmick? Disetting alur nya, kaya acara tv yang acting biar gimmick? Gimmick yang kaya gimana si maksudnya?😅",youtube,erti gimmick gimmick narik perhati kalo ni film ga gimmick samsek ga narik perhati orang orang fakta abdi setan tarik perhati sampe indonesia karya film gimmick disetting alur nya kaya acara tv acting biar gimmick gimmick kaya gimana si maksud,netral
" @kawairukavids  gimmick itu promosi yg diluar nalar, kaya misalnya film si B konon memakan korban kru hingga meninggal tapi nyatanya enggak itu namanya gimmick cmiw",youtube,kawairukavids gimmick promosi yg luar nalar kaya film si b konon makan korban kru tinggal nama gimmick cmiw,netral
" @kawairukavids  gimmick dan promosi itu hal beda, gimmick itu lebih bertuju untuk membohongi para penonton supaya penonton pada penasaran akan film tersebut",youtube,kawairukavids gimmick promosi beda gimmick tuju bohong tonton tonton penasaran film,netral
"Klo menurut aku apapun itu, kita patut hargai si kerja keras mereka, bagaimanapun ini adalah karya anak bangsa.",youtube,klo apa patut harga si kerja keras karya anak bangsa,netral
"Heran sih kok bnyk yg sirik dgn pncapaian film kkn hrusny bangga film lokal bsa laris tgl d tingkatin materi cerita , adegan , n gmbarny spa tau bsa mndunia , klau skrng ad yg lbh lg ya syukur brarti perfilmn indonesia mulai mningkt dri segi pminatny",youtube,heran sih bnyk yg sirik dgn pncapaian film kkn hrusny bangga film lokal bsa laris tgl d tingkatin materi cerita adegan n gmbarny spa tau bsa mndunia klau skrng ad yg lbh lg ya syukur brarti perfilmn indonesia mningkt dri segi pminatny,netral
sipaling,youtube,sipaling,netral
"Setelah penantian lama, ibu datang lagi....kali ini ibu datang sama temen temen ""arisannya"" ya bu",youtube,nanti lagikali temen temen arisan ya bu,netral
 @majesteclinic7913  paansi,youtube,majesteclinic paansi,netral
"Iya setuju! Beda sama yang ""terlaris sepanjang masa itu"" (ah males ribut sama fans filmnya yang fanatik).",youtube,iya tuju beda laris ah males ribut fans film fanatik,netral
 @anomaliterbawamati6373  Kamu juga fans fanatik kok.,youtube,anomaliterbawamati fans fanatik,netral
Si padi sok lawak. Coba share dulu film yg banyak gimmick itu film horor yg mana? 🤣,youtube,si padi sok lawak coba share film yg gimmick film horor yg,netral
penyepong handal,youtube,penyepong handal,netral
Si kkn tayang tepat waktu dimasa penonton uda kangen kombek nonton bioskop nah dia tayang. Coba putar dimasa sblm pandemi,youtube,si kkn tayang masa tonton uda kangen kombek nonton bioskop tayang coba putar masa sblm pandemi,netral
Semua film bagus menurut peminatnya jadi gausah banding2 in. Hahah,youtube,film bagus minat gausah banding in hahah,positif
Pasti bukan si hantu ronggeng 🤣,youtube,si hantu ronggeng,netral
Tampa joget2 menari yg lagunya mirip ama lagu anak2 cit cit cuit maksudnya..serem jg kagak...,youtube,tampa joget tari yg lagu ama lagu anak cit cit cuit maksudnyaserem jg kagak,netral
Yang paling gimmick :v,youtube,gimmick v,netral
Mau klik jempol berkali2 buat komen ini 👍👍👍👍👍👍👍,youtube,klik jempol kali komen,netral
Ngakak terbaik. Nonton apaan lo gelap gulita begini trailernye lol,youtube,ngakak baik nonton lo gelap gulita trailernye lol,netral
Emang yang mana yang gimmick?,youtube,emang gimmick,netral
 @Fandiahmad-sanji  kkncrottt di desa pengencrotan,youtube,fandiahmadsanji kkncrottt desa pengencrotan,netral
 @Fandiahmad-sanji  KKN mungkin,youtube,fandiahmadsanji kkn,netral
